IP,Repo,Path,Filename,Type,Line
gitlab.com,mobile-service,/home/long/Documents/internshipProject/mobile-service/.git/logs/refs/heads/master,master,master,1
gitlab.com,webphone-service,/home/long/Documents/internshipProject/webphone-service/.gitlab-ci.yml,.gitlab-ci.yml,yml,13
gitlab.com,webphone-service,/home/long/Documents/internshipProject/webphone-service/.gitlab-ci.yml,.gitlab-ci.yml,yml,19
gitlab.com,webphone-service,/home/long/Documents/internshipProject/webphone-service/.gitlab-ci.yml,.gitlab-ci.yml,yml,30
gitlab.com,webphone-service,/home/long/Documents/internshipProject/webphone-service/.gitlab-ci.yml,.gitlab-ci.yml,yml,38
gitlab.com,webphone-service,/home/long/Documents/internshipProject/webphone-service/.git/config,config,config,7
gitlab.com,webphone-service,/home/long/Documents/internshipProject/webphone-service/.git/logs/HEAD,HEAD,HEAD,1
gitlab.com,webphone-service,/home/long/Documents/internshipProject/webphone-service/.git/logs/refs/remotes/origin/HEAD,HEAD,HEAD,1
gitlab.com,webphone-service,/home/long/Documents/internshipProject/webphone-service/.git/logs/refs/heads/master,master,master,1
gitlab.com,integration-manager,/home/long/Documents/internshipProject/integration-manager/.gitlab-ci.yml,.gitlab-ci.yml,yml,13
gitlab.com,integration-manager,/home/long/Documents/internshipProject/integration-manager/.gitlab-ci.yml,.gitlab-ci.yml,yml,19
gitlab.com,integration-manager,/home/long/Documents/internshipProject/integration-manager/.gitlab-ci.yml,.gitlab-ci.yml,yml,30
gitlab.com,integration-manager,/home/long/Documents/internshipProject/integration-manager/.gitlab-ci.yml,.gitlab-ci.yml,yml,38
gitlab.com,integration-manager,/home/long/Documents/internshipProject/integration-manager/.gitlab-ci.yml,.gitlab-ci.yml,yml,55
gitlab.com,integration-manager,/home/long/Documents/internshipProject/integration-manager/.git/config,config,config,7
gitlab.com,integration-manager,/home/long/Documents/internshipProject/integration-manager/.git/logs/HEAD,HEAD,HEAD,1
gitlab.com,integration-manager,/home/long/Documents/internshipProject/integration-manager/.git/logs/refs/remotes/origin/HEAD,HEAD,HEAD,1
gitlab.com,integration-manager,/home/long/Documents/internshipProject/integration-manager/.git/logs/refs/heads/master,master,master,1
gitlab.com,pbxlog-service,/home/long/Documents/internshipProject/pbxlog-service/package.json,package.json,json,36
gitlab.com,pbxlog-service,/home/long/Documents/internshipProject/pbxlog-service/package.json,package.json,json,46
gitlab.com,pbxlog-service,/home/long/Documents/internshipProject/pbxlog-service/package.json,package.json,json,48
gitlab.com,pbxlog-service,/home/long/Documents/internshipProject/pbxlog-service/.gitlab-ci.yml,.gitlab-ci.yml,yml,13
gitlab.com,pbxlog-service,/home/long/Documents/internshipProject/pbxlog-service/.gitlab-ci.yml,.gitlab-ci.yml,yml,19
gitlab.com,pbxlog-service,/home/long/Documents/internshipProject/pbxlog-service/.gitlab-ci.yml,.gitlab-ci.yml,yml,30
gitlab.com,pbxlog-service,/home/long/Documents/internshipProject/pbxlog-service/.gitlab-ci.yml,.gitlab-ci.yml,yml,38
gitlab.com,pbxlog-service,/home/long/Documents/internshipProject/pbxlog-service/.gitlab-ci.yml,.gitlab-ci.yml,yml,52
gitlab.com,pbxlog-service,/home/long/Documents/internshipProject/pbxlog-service/.git/config,config,config,7
gitlab.com,pbxlog-service,/home/long/Documents/internshipProject/pbxlog-service/.git/logs/HEAD,HEAD,HEAD,1
